7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338930,1,2025-02-07 17:16:29,1057373;1057447,77009,N,144,3,0,11343,1633392,8,130671.36,11343,Y,N,,Y,Y,0;130671.3,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338931,2,2025-02-07 17:16:29,1057373,29046,N,4,0,4,783750,3135000,8,250800,783750,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338932,3,2025-02-07 17:16:29,1057373,29044,N,4,0,4,783750,3135000,8,250800,783750,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338933,4,2025-02-07 17:16:29,1057373,29043,N,4,0,4,357500,1430000,8,114400,357500,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338934,5,2025-02-07 17:16:29,1057373,28007,N,60,2,0,43542,2612520,8,209001.6,43542,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338935,6,2025-02-07 17:16:29,1057373,89015,N,4,0,4,789250,3157000,8,252560,789250,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338936,7,2025-02-07 17:16:29,1057373,89017,N,4,0,4,789250,3157000,8,252560,789250,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338937,8,2025-02-07 17:16:29,1057373,89012,N,6,0,6,368500,2211000,8,176880,368500,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338938,9,2025-02-07 17:16:29,1057373,79006,N,48,2,0,52433,2516784,8,201342.72,52433,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,7451173892338939,10,2025-02-07 17:16:29,1057373,65002,N,120,5,0,35185,4222200,8,337776,35185,N,N,,N,Y,0,,1000106,
7224A,Promotion Order,,150061,1002529,539001046,81390,5862,,11600348,11,2025-02-07 17:16:29,1057447,,Y,1,0,1,130671.3,130671.3,8,10453.7,0,N,N,,Y,Y,130671.3,,1000106,
